Faculty,Gender,Registration No.(20/1/400/D/178),Offering time,Year of Graduation,Campus,The Programme met my expectations,The programme curriculum was rich and work-oriented,There was a variety of electives to choose,My lecturers have been teaching regularly,I am competent to apply what I studied at Ndejje University in the field,Lecturers displayed knowledge of course content,Lecturers emphasized critical thinking,Lecturers were available for consultation outside class,Tests and exams were communicated in time for ample preparations,How would you rate the contribution of your mentor/Supervisor to the successes of your Research?,My research experience contributed to my academic success?,"Library facilities (atmosphere, available sitting, hours)","Library staff (assistance in research, effectively finding information, learning how to use the libraries)","Access to electronic library resources (databases, electronic journals, and electronic books)",The hostels facilities were conducive,The staff at the Dean of Students office were supportive during challenges,Students were encouraged to participate in co-curricular activities,The quality of meals was adequate,There were adequate counselling services in place,The Chaplaincy activities contributed to my spiritual welfare,Suggestion for Improvement of the above services provided,ICT staff have been available for assistance,Projectors were available for learning,There was an effective Public Address for my class,There was access to reliable internet at the Faculty,There was access to computer labs during the practical courses,Online learning (ODeL) experience,Overall Satisfaction with University Departments [VC and DVC offices],Overall Satisfaction with University Departments [Academic Registrarâ€™s office],Overall Satisfaction with University Departments [Finance/Accounts],Overall Satisfaction with University Departments [Students Guild services],Overall Satisfaction with University Departments [Chaplaincy],Overall Satisfaction with University Departments [Sports facilities and recreation services],Overall Satisfaction with University Departments [Kitchen Services],Overall Satisfaction with University Departments [University Health Services],Overall Satisfaction with University Departments [Halls of residence],Overall Satisfaction with University Departments [University Website and Social Media Platforms],Overall Satisfaction with University Departments [Science/Practical Laboratories],Overall Satisfaction with University Departments [Community Outreach services],Overall Satisfaction with University Departments [Security department],"4
Rate your overall experience about Ndejje University","2
How likely are you to recommend someone to join Ndejje University",Home District,Hall of Residence,Tution 
Faculty of Business Administration and Management,Female,20/2/330/W/590,Day,2023,Kampala Campus,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Good,Agree,Good,Fair,Good,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,Be comparative,Agree,Neutral,Neutral,Agree,Strongly agree,Satisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,3,3,Budaka,Yokaana,"2,200,000"
Faculty of Business Administration and Management,Female,20/2/302/D/030,Day,2023,Kampala Campus,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Average,Neutral,Fair,Fair,Fair,Neutral,Agree,Agree,Neutral,Agree,Agree,None,Agree,Agree,Agree,Agree,Agree,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,5,5,Bududa,Muteesa,"3,000,000"
Faculty of Business Administration and Management,Female,20/2/302/D/030,Day,2023,Kampala Campus,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Fair,Average,Neutral,Agree,Agree,Agree,Agree,Agree,None,Agree,Agree,Neutral,Agree,Agree,Neutral,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,5,5,Bugiri,Akidua,"1,900,000"
Faculty of Business Administration and Management,Female,20/2/302/D/030,Day,2023,Kampala Campus,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Average,Neutral,Average,Average,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Should emphasize christianity activities,Agree,Agree,Agree,Agree,Agree,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,4,4,Bugweri,Ham Mukasa,"1,600,000"
Graduate school,Male,19/2/501/W/1046,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Excellent,Strongly agree,Good,Good,Average,Agree,Agree,Agree,Agree,Agree,Agree,None,Agree,Agree,Agree,Agree,Agree,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Bukedea,Yokaana,"1,800,000"
Faculty of Science & Computing,Male,20/2/306/d/870,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Average,Neutral,Average,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,None,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Bukwo,Muteesa,"1,900,000"
Faculty of Business Administration and Management,Female,19/2/302/EJ/123,Weekend,2023,Kampala Campus,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Average,Agree,Average,Average,Average,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,None,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,Bulambuli,Akidua,"1,700,000"
Faculty of Science & Computing,Male,19/2/314/D/363,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Average,Good,Fair,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Make up more out reaches,Agree,Agree,Agree,Disagree,Agree,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Very Dissatisfied,4,4,Busia,Ham Mukasa,"1,800,000"
Faculty of Business Administration and Management,Female,19/2/318/EJ/180,Evening,2023,Kampala Campus,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Agree,Good,Good,Good,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,None,Strongly disagree,Agree,Disagree,Agree,Agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,5,2,Butaleja,Yokaana,"1,600,000"
Faculty of Science & Computing,Male,20/1/341/D/736,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Good,Agree,Fair,Good,Good,Agree,Agree,Neutral,Neutral,Agree,Agree,Improve on the quality of food,Agree,Agree,Neutral,Agree,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,4,4,Butebo,Muteesa,"1,700,000"
Faculty of Science & Computing,Male,19/1/314/D/245,Day,2023,Main Campus Luwero,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Good,Agree,Excellent,Good,Good,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,None,Agree,Strongly agree,Agree,Agree,Strongly agree,Satisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,4,4,Buyende,Akidua,"1,800,000"
Faculty of Science & Computing,Male,19/1/314/D/166,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Good,Agree,Excellent,Excellent,Good,Agree,Agree,Agree,Agree,Agree,Agree,None,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,4,4,Iganga,Ham Mukasa,"1,600,000"
Faculty of Social Sciences and Arts,Female,22/2/418/w/054,Weekend,2023,Kampala Campus,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Fair,Agree,Fair,Fair,Average,Disagree,Agree,Agree,Agree,Agree,Agree,Non,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,1,3,Jinja,Akidua,"1,700,000"
Faculty of Business Administration and Management,Female,20/2/330/D/188,Day,2023,Kampala Campus,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Average,Neutral,Average,Average,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,They shd explain,Agree,Agree,Agree,Neutral,Agree,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,Bukomansimbi,Yokaana,"1,600,000"
Faculty of Education,Female,20/3/301/D/275,Day,2023,Main Campus Luwero,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Average,Agree,Fair,Poor,Poor,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Poor food service,Neutral,Strongly disagree,Disagree,Neutral,Agree,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,2,Butambala,Muteesa,"1,800,000"
Faculty of Education,Female,20/2/301/W/540,Weekend,2023,Kampala Campus,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Good,Strongly disagree,Poor,Fair,Poor,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Encourage Sunday services at Kampala campus,Agree,Disagree,Disagree,Disagree,Agree,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,3,3,Buvuma,Akidua,"1,700,000"
Faculty of Science & Computing,Female,20/2/314/W/1006,Weekend,2023,Kampala Campus,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Excellent,Strongly agree,Fair,Fair,Fair,Neutral,Agree,Agree,Neutral,Strongly disagree,Strongly agree,Improve on online learning,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,3,3,Gomba,Ham Mukasa,"3,800,000"
Faculty of Business Administration and Management,Male,19/3/309/D/805,Day,2023,Main Campus Luwero,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Good,Agree,Average,Good,Fair,Neutral,Agree,Disagree,Neutral,Strongly disagree,Agree,More emphasis should be put on counseling,Neutral,Agree,Disagree,Strongly disagree,Agree,Dissatisfied,Neutral,Very Satisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Satisfied,4,3,Kalangala,Yokaana,"3,000,000"
Faculty of Business Administration and Management,Male,20/2/349/D/758,Day,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Average,Average,Average,Neutral,Agree,Neutral,Neutral,Agree,Strongly agree,Internet must be provided,Agree,Strongly agree,Neutral,Disagree,Agree,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Very Satisfied,5,4,Kalungu,Muteesa,"3,800,000"
Graduate school,Male,20/2/504/WM/990,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Average,Good,Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4,5,Kampala,Akidua,"3,000,000"
Graduate school,Female,21/2/501/W/524,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Average,Good,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,4,5,Kasanda,Akidua,"3,800,000"
Graduate school,Female,18/2/601/W/1524,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Excellent,Strongly agree,Average,Good,Poor,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,5,5,Kayunga,Yokaana,"3,000,000"
Graduate school,Male,20/2/504/MW/993,Weekend,2023,Kampala Campus,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,We thank God for the services rendered.,Agree,Agree,Neutral,Agree,Agree,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Satisfied,Very Satisfied,5,5,Kiboga,Muteesa,"3,800,000"
Faculty of Business Administration and Management,Male,20/2/302/D/216,Day,2023,Kampala Campus,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Good,Good,Good,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Meals,Agree,Agree,Agree,Disagree,Agree,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,4,4,Kyankwanzi,Akidua,"3,000,000"
Faculty of Science & Computing,Male,18/2/314/w/060,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,None,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4,3,Kyotera,Ham Mukasa,"2,200,000"
Graduate school,Female,22/2/409/W/421,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Satisfied,5,5,Luweero,Yokaana,"3,000,000"
Faculty of Business Administration and Management,Male,20/2/313/D/248,Day,2023,Kampala Campus,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,"I don't know, because I have never been to any.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,2,3,Lwengo,Muteesa,"3,800,000"
Faculty of Social Sciences and Arts,Female,19/2/323/D/1089,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Fair,Fair,Fair,Neutral,Agree,Neutral,Strongly disagree,Neutral,Agree,Increasing on the facilities,Neutral,Neutral,Agree,Agree,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Neutral,2,2,Lyantonde,Akidua,"3,000,000"
Faculty of Business Administration and Management,Female,21/2/212/D/107,Day,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,No complaint,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,4,Masaka,Ham Mukasa,"3,800,000"
Faculty of Business Administration and Management,Female,18/2/302/D/558,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Good,Strongly agree,Excellent,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,Mantain your services,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,4,4,Mityana,Yokaana,"3,000,000"
Graduate school,Male,21/2/421/W/093,Weekend,2023,Kampala Campus,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Agree,Good,Good,Good,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Seeking feedback,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,5,Mpigi,Muteesa,"3,800,000"
Faculty of Education,Female,"21,2,520.w.437",Weekend,2023,Kampala Campus,Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Average,Agree,Fair,Fair,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No e,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,3,3,Mubende,Akidua,"3,000,000"
Graduate school,Female,20/2/533/W/143,Weekend,2023,Main Campus Luwero,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good,Strongly agree,Average,Good,Good,Neutral,Agree,Agree,Neutral,Neutral,Agree,Great work,Neutral,Agree,Agree,Neutral,Agree,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,4,4,Mukono,Ham Mukasa,"3,800,000"
Faculty of Business Administration and Management,Female,21/2/318/D/417,Day,2023,Kampala Campus,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good,Agree,Good,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Nil,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Dissatisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Satisfied,4,4,Nakaseke,Yokaana,"3,000,000"
Faculty of Business Administration and Management,Female,20/2/330/D/551,Day,2023,Kampala Campus,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Good,Agree,Fair,Good,Excellent,Neutral,Agree,Strongly agree,Neutral,Disagree,Disagree,Just add more efforts,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Satisfied,Neutral,Satisfied,Neutral,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,4,5,Nakasongola,Muteesa,"2,200,000"
Faculty of Social Sciences and Arts,Female,21/2/221/W/644,Weekend,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Fair,Fair,Fair,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,4,4,Rakai,Akidua,"3,000,000"
Faculty of Business Administration and Management,Male,18/2/302/D/412,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Good,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,To build more hostals,Agree,Agree,Agree,Agree,Agree,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,1,1,Sembabule,Ham Mukasa,"3,800,000"
Faculty of Education,Male,20/1/317/1/970,In-Service,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,More counseling sessio,Agree,Agree,Agree,Agree,Agree,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,4,Wakiso,Akidua,"3,000,000"
Faculty of Business Administration and Management,Female,20/2/330/D/025,Day,2023,Kampala Campus,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Good,Agree,Average,Average,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,The services should be improved more.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,3,2,Amuria,Yokaana,"3,800,000"
Faculty of Business Administration and Management,Male,22/2/109/D/004,Day,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Good,Strongly agree,Excellent,Good,Excellent,Neutral,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Day to day reaching out to students,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Satisfied,5,4,Budaka,Muteesa,"3,000,000"
Faculty of Business Administration and Management,Male,19/2/302/EJ/151,Evening,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Good,Agree,Good,Average,Average,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Hostel fee,Neutral,Agree,Disagree,Neutral,Agree,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,3,2,Bududa,Akidua,"3,800,000"
Faculty of Business Administration and Management,Male,18/2/302/D/1200,Day,2023,Kampala Campus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,Increase and improve the fercilities.,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,4,4,Bugiri,Ham Mukasa,"3,000,000"
Faculty of Social Sciences and Arts,Female,20/2/323/D/660,Day,2023,Kampala Campus,Agree,Neutral,Neutral,Disagree,Strongly agree,Neutral,Neutral,Disagree,Strongly agree,Good,Agree,Fair,Poor,Fair,Disagree,Neutral,Disagree,Agree,Disagree,Strongly agree,The university workers should come on ground to actively participate in doing there wrk .,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Satisfied,Neutral,Very Satisfied,3,2,Bugweri,Yokaana,"2,200,000"
Faculty of Science & Computing,Male,19/2/314/D/1341,Day,2023,Kampala Campus,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Good,Agree,Average,Good,Good,Agree,Agree,Agree,Neutral,Agree,Neutral,Non,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Satisfied,Satisfied,4,3,Bukedea,Muteesa,"3,000,000"
Faculty of Business Administration and Management,Male,20/2/302/D/224,Day,2023,Kampala Campus,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,Neutral,Average,Strongly agree,Average,Good,Average,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Communication skills,Agree,Agree,Neutral,Neutral,Agree,Satisfied,Neutral,Satisfied,Dissatisfied,Very Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Satisfied,3,4,Bukwo,Akidua,"3,800,000"
Faculty of Business Administration and Management,Female,20/2/302/W/745,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good,Strongly agree,Excellent,Excellent,Good,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Counselling services are unknown to most students. This should be communicated at the orientation.,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Very Satisfied,Neutral,Neutral,Very Satisfied,4,4,Bulambuli,Ham Mukasa,"3,000,000"
